0.000000000000000000e+00,9.506000000000000005e-01
1.000000000000000000e+00,9.883999999999999453e-01
2.000000000000000000e+00,8.836000000000000520e-01
3.000000000000000000e+00,8.521999999999999575e-01
4.000000000000000000e+00,7.046000000000000041e-01
5.000000000000000000e+00,9.554000000000000270e-01
6.000000000000000000e+00,9.839999999999999858e-01
7.000000000000000000e+00,8.981999999999999984e-01
8.000000000000000000e+00,9.778000000000000025e-01
9.000000000000000000e+00,7.553999999999999604e-01
1.000000000000000000e+01,8.336000000000000076e-01
1.100000000000000000e+01,9.274000000000000021e-01
1.200000000000000000e+01,8.871999999999999886e-01
1.300000000000000000e+01,8.484000000000000430e-01
1.400000000000000000e+01,9.375999999999999890e-01
1.500000000000000000e+01,9.285999999999999810e-01
1.600000000000000000e+01,9.025999999999999579e-01
1.700000000000000000e+01,9.062000000000000055e-01
1.800000000000000000e+01,9.696000000000000174e-01
1.900000000000000000e+01,9.514000000000000234e-01
2.000000000000000000e+01,9.871999999999999664e-01
2.100000000000000000e+01,9.766000000000000236e-01
2.200000000000000000e+01,8.197999999999999732e-01
2.300000000000000000e+01,9.564000000000000279e-01
2.400000000000000000e+01,8.242000000000000437e-01
2.500000000000000000e+01,9.592000000000000526e-01
2.600000000000000000e+01,4.904000000000000026e-01
2.700000000000000000e+01,9.697999999999999954e-01
2.800000000000000000e+01,9.864000000000000545e-01
2.900000000000000000e+01,7.893999999999999906e-01
3.000000000000000000e+01,9.674000000000000377e-01
3.100000000000000000e+01,8.935999999999999499e-01
3.200000000000000000e+01,8.117999999999999661e-01
3.300000000000000000e+01,8.993999999999999773e-01
3.400000000000000000e+01,9.347999999999999643e-01
3.500000000000000000e+01,9.265999999999999792e-01
3.600000000000000000e+01,9.203999999999999959e-01
3.700000000000000000e+01,9.442000000000000393e-01
3.800000000000000000e+01,9.697999999999999954e-01
3.900000000000000000e+01,9.808000000000000052e-01
4.000000000000000000e+01,9.277999999999999581e-01
4.100000000000000000e+01,6.854000000000000092e-01
4.200000000000000000e+01,9.881999999999999673e-01
4.300000000000000000e+01,8.491999999999999549e-01
4.400000000000000000e+01,9.754000000000000448e-01
4.500000000000000000e+01,9.165999999999999703e-01
4.600000000000000000e+01,9.928000000000000158e-01
4.700000000000000000e+01,9.287999999999999590e-01
